Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
36,"AA Akintunde","Epidemiology of conventional cardiovascular risk factors among hypertensive subjects with normal and impaired fasting glucose",2010,"South African Medical Journal","ajol.info","https://www.ajol.info/index.php/samj/article/view/69704","https://scholar.google.com/scholar?cites=13626764167482871667&as_sdt=2005&sciodt=0,5&hl=en",1,"2021-07-30 23:01:30","","","","",,,,,36,3.27,36,1,11,"… Table II. Distribution of major cardiovascular risk factors among hypertensive subjects with normal and impaired glucose tolerance … Abnormal glucose tolerance in 'early' hypertension in Nigeria … C, Lissens W. Serum lipid and apolipoprotein levels in a Nigerian population sample …","https://www.ajol.info/index.php/samj/article/view/69704/57714","https://scholar.google.com/scholar?q=related:c4_WCND9G70J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
30,"AA Sabir, SA Isezuo…","Dysglycaemia and its risk factors in an urban fulani population of northern Nigeria.",2011,"West African journal of …","search.ebscohost.com","http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0189160X&AN=79572558&h=Az%2BqWAivciQd7Wet4b%2Bj5WS8G2DP3dm%2BWVNl%2B9p038EpZAZ7vPJGIRb5R97MIOY8ZrtvScvOKefA8xX%2Bs3k%2BgA%3D%3D&crl=c","https://scholar.google.com/scholar?cites=5884678788696859494&as_sdt=2005&sciodt=0,5&hl=en",2,"2021-07-30 23:01:30","","","","",,,,,30,3.00,10,3,10,"… Prevention of type 2 diabetes mellitus by changes in lifestyle among subjects with impaired glucose tolerance … Nigerian journal of medicine 2008; 17: 71–4. 15. Owoaje EE, Rotimi CN, Kaufman JS, Tracy J,Cooper RS.Prevalence of adult diabetes in Ibadan, Nigeria …","","https://scholar.google.com/scholar?q=related:ZmONES6UqlEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
121,"SA Isezuo, AA Sabir, AE Ohwovorilole…","Prevalence, associated factors and relationship between prehypertension and hypertension: a study of two ethnic African populations in Northern Nigeria",2011,"Journal of human …","nature.com","https://www.nature.com/articles/jhh201056","https://scholar.google.com/scholar?cites=16174292462437801246&as_sdt=2005&sciodt=0,5&hl=en",3,"2021-07-30 23:01:30","HTML","","","",,,,,121,12.10,30,4,10,"… 13.9 years (range: 15–65 years) recruited from two urban and two rural settlements in Sokoto State of north-western Nigeria using multistage … l –1 or 2 h glucose level (on oral glucose tolerance test) greater than 11.1 mmol l –1 . 16 Impaired glucose tolerance was diagnosed in …","https://www.nature.com/articles/jhh201056","https://scholar.google.com/scholar?q=related:Hh3irEyhduAJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
24,"LY Ojewale, PO Adejumo","Type 2 diabetes mellitus and impaired fasting blood glucose in urban south western Nigeria",2012,"Int J Diabetes Metab","researchgate.net","https://www.researchgate.net/profile/Lucia-Ojewale-2/publication/268351315_Type_2_Diabetes_Mellitus_and_Impaired_Fasting_Blood_Glucose_in_Urban_South_Western_Nigeria/links/5e9db8054585150839ec48aa/Type-2-Diabetes-Mellitus-and-Impaired-Fasting-Blood-Glucose-in-Urban-South-Western-Nigeria.pdf","https://scholar.google.com/scholar?cites=14702037043410782341&as_sdt=2005&sciodt=0,5&hl=en",4,"2021-07-30 23:01:30","PDF","","","",,,,,24,2.67,12,2,9,"… In the Nigerian Civil service, civil servants are generally classified into junior and senior civil servants with junior … Prevalence of diabetes mellitus and impaired glucose tolerance in a group of urban adults in Nigeria J Natl Med … Prevalence of adult diabetes in Ibadan, Nigeria …","https://www.researchgate.net/profile/Lucia-Ojewale-2/publication/268351315_Type_2_Diabetes_Mellitus_and_Impaired_Fasting_Blood_Glucose_in_Urban_South_Western_Nigeria/links/5e9db8054585150839ec48aa/Type-2-Diabetes-Mellitus-and-Impaired-Fasting-Blood-Glucose-in-Urban-South-Western-Nigeria.pdf","https://scholar.google.com/scholar?q=related:hUgi18sgCMwJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
274,"M Hult, P Tornhammar, P Ueda, C Chima…","Hypertension, diabetes and overweight: looming legacies of the Biafran famine",2010,"PloS one","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0013582","https://scholar.google.com/scholar?cites=5838069810721394913&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-07-30 23:01:30","HTML","","","",,,,,274,24.91,55,5,11,"… forty years after fetal exposure to famine afflicted Biafra during the Nigerian civil war … Cohort study performed in June 27–July 31, 2009 in Enugu, Nigeria … and infant undernutrition is associated with significantly increased risk of hypertension and impaired glucose tolerance in 40 …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0013582","https://scholar.google.com/scholar?q=related:4RD7uY_9BFEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
14,"IA Taiwo, OO Adewumi, PGC Odeigah","Assessment of Bridelia ferruginea benth for its therapeutic potential in pregnancy-induced impaired glucose tolerance in rats",2012,"International journal of medicine …","ajol.info","https://www.ajol.info/index.php/ijmbr/article/view/91827","https://scholar.google.com/scholar?cites=17218417918847856095&as_sdt=2005&sciodt=0,5&hl=en",6,"2021-07-30 23:01:30","","","","",,,,,14,1.56,5,3,9,"… weighing 160-180g were obtained from the Laboratory Animal Unit of the Nigerian Institute of … Therapeutic effect of Bridelia ferruginea on pregnancy-induced impaired glucose tolerance … 55 resource poor country like Nigeria where the majority of people live in rural areas, and …","https://www.ajol.info/index.php/ijmbr/article/view/91827/88164","https://scholar.google.com/scholar?q=related:360lv94b9O4J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
46,"O Eseyin, P Ebong, E Eyong…","Effect of Telfairia occidentalis on oral glucose tolerance in rats",2010,"African Journal of …","academicjournals.org","https://academicjournals.org/journal/AJPP/article-abstract/1B9F42336312","https://scholar.google.com/scholar?cites=4449083743702611317&as_sdt=2005&sciodt=0,5&hl=en",7,"2021-07-30 23:01:30","","","","",,,,,46,4.18,12,4,11,"… In conclusion, the results of this work show that the leaf extract of T. occidentalis exhibited the capacity to correct impaired glucose tolerance (IGT) … Hortic. Soc. Nigeria. NIHORT. Ibadan, Nigeria. Sanni SB (1982). The fluoride contents of common Nigerian vegetable. J. Sci. Fd …","https://academicjournals.org/journal/AJPP/article-full-text-pdf/1B9F42336312.pdf","https://scholar.google.com/scholar?q=related:dfVbtxdSvj0J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
20,"ISI Ogbu, CI Neboh","The prevalence of prediabetes among hypertensive patients in Enugu, southeast Nigeria",2009,"Nigerian Medical Journal","nigeriamedj.com","https://nigeriamedj.com/article.asp?issn=0300-1652;year=2009;volume=50;issue=1;spage=14;epage=17;aulast=Ogbu","https://scholar.google.com/scholar?cites=9069784736348128231&as_sdt=2005&sciodt=0,5&hl=en",8,"2021-07-30 23:01:30","HTML","","","",,,,,20,1.67,10,2,12,"… Teaching Hospital (UNTH), Ituku-Ozalla, in Enugu State of Southeastern Nigeria, were consecutively … JR, Smith A. G, Russel JW, Feldman EL Microvascular complications of impaired glucose tolerance … Nigerian Medical Journal | Published by Wolters Kluwer - Medknow …","https://nigeriamedj.com/article.asp?issn=0300-1652;year=2009;volume=50;issue=1;spage=14;epage=17;aulast=Ogbu","https://scholar.google.com/scholar?q=related:50NK9ylZ3n0J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
76,"O Adediran, AA Akintunde, AE Edo, OG Opadijo…","Impact of urbanization and gender on frequency of metabolic syndrome among native Abuja settlers in Nigeria",2012,"Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0975358312330039","https://scholar.google.com/scholar?cites=16602576873884789973&as_sdt=2005&sciodt=0,5&hl=en",9,"2021-07-30 23:01:30","","","","",,,,,76,8.44,15,5,9,"… the scourge of obesity, reduced physical inactivity, dietary indiscretion, and diabetes/impaired glucose tolerance are well … T. Urban area disadvantage and under 5 mortality in Nigeria: The effect … Metabolic syndrome: comparative analysis of occurrence in Nigerian hypertensives …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc3425024/","https://scholar.google.com/scholar?q=related:1awE3LMzaOYJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
9,"SA Isezuo, MA Makusidi","Metabolic dysfunctions in non-antiretroviral treated HIV/AIDS patients",2009,"Nigerian journal of clinical practice","ajol.info","https://www.ajol.info/index.php/njcp/article/view/54633","https://scholar.google.com/scholar?cites=16465163345488944993&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-07-30 23:01:30","","","","",,,,,9,0.75,5,2,12,"… and dorsocervical fat accumulation occur in 30-50% of such patients, while metabolic derangements include impaired glucose tolerance (46%), diabetes … In Nigeria, about 5% of the population is afflicted with HIV/AIDS … Nigerian Journal of Clinical Practice December 2009 Vol …","https://www.ajol.info/index.php/njcp/article/download/54633/43138","https://scholar.google.com/scholar?q=related:YZ-mmNMCgOQJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2009&as_yhi=2012&as_vis=1"
