Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"AA Salako, OA Adenowo…","… of newly-diagnosed adults with Tuberculosis for Diabetes mellitus and Impaired Glucose Tolerance in a Local Government Area in Ogun State, Nigeria",2019,"Annals of Health …","annalsofhealthresearch.com","http://annalsofhealthresearch.com/index.php/ahr/article/view/131","",1,"2021-07-31 06:50:42","HTML","","","",,,,,0,0.00,0,3,2,"Background: Emerging patterns in epidemiological transitions have led to increased risk for Non-Communicable Diseases and infectious conditions globally. Diabetes mellitus (DM) in a population is one such risk factor that could lead to the development of Tuberculosis (TB) …","http://annalsofhealthresearch.com/index.php/ahr/article/view/131","https://scholar.google.com/scholar?q=related:JJ-8iHQ_0voJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
0,"A Oniyide, O Akintoye, B Owoyele","A17188 High blood pressure and impaired glucose tolerance are associated with increased pain sensitivity and interleukin-10",2018,"Journal of Hypertension","journals.lww.com","https://journals.lww.com/jhypertension/Abstract/2018/10003/A17188_High_blood_pressure_and_impaired_glucose.1024.aspx","",2,"2021-07-31 06:50:42","","","","",,,,,0,0.00,0,3,3,"Objectives: Both high blood pressure and impaired glucose tolerance been reported in clinical and.","",""
0,"OO Amjo, DO Soyoye, I Amjo, OT Yusuff…","Insulin resistance and plasma glucose tolerance abnormalities in Nigerians with chronic liver disease",2019,"Diabetes & Metabolic …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1871402119302899","",3,"2021-07-31 06:50:42","","","","",,,,,0,0.00,0,5,2,"… abnormalities (GTA) refer to a continuum of impaired fasting glucose, impaired glucose tolerance and type 2 … Gastroenterology Outpatients Clinic of a tertiary hospital in South West, Nigeria between August … volume) of alcohol in the common brands sold in the Nigerian market (ie …","","https://scholar.google.com/scholar?q=related:1AyzcuHQzdEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
1,"CBN Akpata, PO Uadia, FE Okonofua","Insulin resistance and its associated risk factors in Nigerian women with polycystic ovary syndrome",2019,"Open Journal of Obstetrics and …","scirp.org","https://www.scirp.org/html/11-1431869_91193.htm","https://scholar.google.com/scholar?cites=4205367315483299868&as_sdt=2005&sciodt=0,5&hl=en",4,"2021-07-31 06:50:42","HTML","","","",,,,,1,0.50,0,3,2,"… Insulin Resistance and Its Associated Risk Factors in Nigerian Women with Polycystic Ovary … of Obstetrics and Gynecology, University of Medical Sciences, Ondo, Ondo State, Nigeria … fasting glucose (IFG) showed 1.7% (95% CI 0.97 - 2.03), impaired glucose tolerance (IGT) was …","https://www.scirp.org/html/11-1431869_91193.htm","https://scholar.google.com/scholar?q=related:HJBr3Up3XDoJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
2,"Y Lawal, S Muhammad, UF Dahuwa, I Bichi…","Screening for obesity and undiscovered glucose intolerance among employees of a tertiary health center in northeast Nigeria",2019,"Journal of Health …","jhrr.org","https://www.jhrr.org/article.asp?issn=2394-2010;year=2019;volume=6;issue=3;spage=107;epage=113;aulast=Lawal","https://scholar.google.com/scholar?cites=283517127148614187&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-07-31 06:50:42","HTML","","","",,,,,2,1.00,0,5,2,"… level ranging from prediabetes (impaired fasting glucose [IFG] and/or impaired glucose tolerance [IGT]) to … Obesity among health service providers in Nigeria: Danger to long term health worker … and anthropometric correlates of casual blood glucose in a rural Nigerian community …","https://www.jhrr.org/article.asp?issn=2394-2010;year=2019;volume=6;issue=3;spage=107;epage=113;aulast=Lawal","https://scholar.google.com/scholar?q=related:K7JuM1NB7wMJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
0,"A rights are reserved by Sanni, O Felix","Evaluation of Haematological Parameters among Pre-Diabetic and Diabetic Subjects in Urban Setting, Nigeria",,"researchgate.net","","https://www.researchgate.net/profile/Felix-Sanni-2/publication/342354303_Evaluation_of_Haematological_Parameters_among_Pre-_Diabetic_and_Diabetic_Subjects_in_Urban_Setting_Nigeria/links/5ef0756e92851ce9e7faed09/Evaluation-of-Haematological-Parameters-among-Pre-Diabetic-and-Diabetic-Subjects-in-Urban-Setting-Nigeria.pdf","",6,"2021-07-31 06:50:42","PDF","","","",,,,,0,0.00,0,2,,"… Olatunbosun ST A. Prevalence of diabetes mellitus and impaired glucose tolerance in a group of urban adults in Nigeria … 2 diabetes in adult Nigerians: a study of its prevalence and risk factors in Port Harcourt, Nigeria … Prevalence of diabetes mellitus in a rural Nigerian population …","https://www.researchgate.net/profile/Felix-Sanni-2/publication/342354303_Evaluation_of_Haematological_Parameters_among_Pre-_Diabetic_and_Diabetic_Subjects_in_Urban_Setting_Nigeria/links/5ef0756e92851ce9e7faed09/Evaluation-of-Haematological-Parameters-among-Pre-Diabetic-and-Diabetic-Subjects-in-Urban-Setting-Nigeria.pdf","https://scholar.google.com/scholar?q=related:ZsOm8WbMl1cJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
0,"Y Lawal, F Bello, FE Anumah, AG Bakari","Prevalence and determinants of glucose intolerance in a Northern Nigerian population: Role of insulin resistance",2019,"Nigerian Journal of Basic and …","njbcs.net","https://www.njbcs.net/article.asp?issn=0331-8540;year=2019;volume=16;issue=2;spage=83;epage=89;aulast=Lawal","",7,"2021-07-31 06:50:42","HTML","","","",,,,,0,0.00,0,4,2,"… The WHO criteria was used in the diagnosis of impaired fasting glucose (FPG ≥ 6.1 mmol/L), impaired glucose tolerance (2hrPPG ≥ 7.8 mmol/L), and DM … Anthropometric correlates of insulin resistance: A study of healthy Nigerian adults in Maiduguri, Northeastern Nigeria …","https://www.njbcs.net/article.asp?issn=0331-8540;year=2019;volume=16;issue=2;spage=83;epage=89;aulast=Lawal","https://scholar.google.com/scholar?q=related:hYl4M9GeSEQJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
0,"H Tanimu, AD Paul","Investigation of the Occurrence of Abnormal Oral Glucose Tolerance (OGT) Level among People of Nasarawa State Polytechnic, Lafia",2019,"Current Research in Diabetes & Obesity …","researchgate.net","https://www.researchgate.net/profile/Habibu-Tanimu/publication/333981298_Investigation_of_the_Occurrence_of_Abnormal_Oral_Glucose_Tolerance_OGT_Level_among_People_of_Nasarawa_State_Polytechnic_Lafia/links/5d10cbeaa6fdcc2462a0825d/Investigation-of-the-Occurrence-of-Abnormal-Oral-Glucose-Tolerance-OGT-Level-among-People-of-Nasarawa-State-Polytechnic-Lafia.pdf","",8,"2021-07-31 06:50:42","PDF","","","",,,,,0,0.00,0,2,2,"… of our medical laboratories even in the tertiary health facilities in Nigeria. This also indicate that some early onset of diabetes might not be detected by fasting glucose level alone. Conclusion The findings in this research showed that, impaired glucose tolerance was present in …","https://www.researchgate.net/profile/Habibu-Tanimu/publication/333981298_Investigation_of_the_Occurrence_of_Abnormal_Oral_Glucose_Tolerance_OGT_Level_among_People_of_Nasarawa_State_Polytechnic_Lafia/links/5d10cbeaa6fdcc2462a0825d/Investigation-of-the-Occurrence-of-Abnormal-Oral-Glucose-Tolerance-OGT-Level-among-People-of-Nasarawa-State-Polytechnic-Lafia.pdf","https://scholar.google.com/scholar?q=related:KMC-RUb9suoJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
0,"SO Martins","… unsupervised exercise-on-prescription in prediabetes: a randomized control trial among administrative staff of a Tertiary Health Centre, South-Western Nigeria",2019,"African Journal of Medicine and Medical Sciences","ojshostng.com","http://www.ojshostng.com/index.php/ajmms/article/view/358","",9,"2021-07-31 06:50:42","HTML","","","",,,,,0,0.00,0,1,2,"… Gender and age specific prevalence and associated risk factors of type 2 diabetes mellitus in Uyo metropolis, South Eastern Nigeria. Diabetol Croat 2012; 17–28. Shobha SR. and Phillip D. Impaired Glucose Tolerance and Impaired Fasting Glucose …","http://www.ojshostng.com/index.php/ajmms/article/view/358","https://scholar.google.com/scholar?q=related:HebMtPARi5cJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
1,"DF Essiet, HB Osadolor","Prevalence of pre-diabetes and undiagnosed diabetes mellitus among adults in the Warri Metropolis, Nigeria",2019,"New Zealand Journal of Medical …","search.informit.org","https://search.informit.org/doi/abs/10.3316/INFORMIT.292934645966749","https://scholar.google.com/scholar?cites=2350611870985266549&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-07-31 06:50:42","","10.3316/INFORMIT.292934645966749","","",,,,,1,0.50,1,2,2,"… Nathan DM, Davison MB, DeFronzo RA, Heine RJ, Henry RR, Pratley R, et al. Impaired fasting glucose and impaired glucose tolerance: implications for care … 11. Chinenye S, Young E. State of diabetes care in Nigeria: a review. Nigerian Health J 2011; 11: 101-106. 12 …","https://www.nzimls.org.nz/user/file/4650/Nigeria%20Article.pdf","https://scholar.google.com/scholar?q=related:daXk5goNnyAJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2018&as_yhi=2019&as_vis=1"
