Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"NS Sedodo, OP Abosede, OA Ilori…","Assessment of fasting blood glucose level of undergraduates in Abeokuta Ogun State Nigeria",2020,"Archives of Current …","journalacri.com","http://journalacri.com/index.php/ACRI/article/view/30196","https://scholar.google.com/scholar?cites=6728998415316944111&as_sdt=2005&sciodt=0,5&hl=en",1,"2021-07-31 09:58:45","HTML","","","",,,,,1,1.00,0,4,1,"… A higher prevalence of impaired fasting glucose (IFG) was found with females than males … Fasting blood glucose profile among secondary school adolescents in Ado-Ekiti, Nigeria … Overweight and obesity: Does it occur in Nigerian adolescents in an urban community …","http://journalacri.com/index.php/ACRI/article/view/30196","https://scholar.google.com/scholar?q=related:7wQiL2g0Yl0J:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
6,"Y Yuan, H Xie, L Sun, B Wang, L Zhang…","A Novel Indicator of Children's Lipid Accumulation Product Associated with Impaired Fasting Glucose in Chinese Children and Adolescents",2020,"… and Obesity: Targets …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7234967/","https://scholar.google.com/scholar?cites=16989384418769438837&as_sdt=2005&sciodt=0,5&hl=en",2,"2021-07-31 09:58:45","HTML","","","",,,,,6,6.00,1,6,1,"… A Novel Indicator of Children's Lipid Accumulation Product Associated with Impaired Fasting Glucose in Chinese Children and Adolescents … Keywords: impaired fasting glucose, children's lipid accumulation product, children and adolescents. Introduction …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7234967/","https://scholar.google.com/scholar?q=related:dQhPgR1rxusJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
0,"IO Ohuche, UN Chikani, EE Oyenusi, JU Onu…","Correlates of fasting blood glucose among children living with hiv in a Nigerian tertiary hospital: a cross-sectional study",2020,"BMC pediatrics","Springer","https://link.springer.com/article/10.1186/s12887-020-02335-y","",3,"2021-07-31 09:58:45","HTML","10.1186/s12887-020-02335-y","","",,,,,0,0.00,0,5,1,"… was approved by the Health Research Ethics Committee of the University of Nigeria Teaching Hospital … There was a low prevalence of impaired fasting glucose among the study population (3.6 … The highlights of the findings of this cross-sectional study of Nigerian children living …","https://link.springer.com/article/10.1186/s12887-020-02335-y","https://scholar.google.com/scholar?q=related:yVN3jNz4CssJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
0,"IN Ojule, AI Opara","Fasting blood glucose profile of tuberculosis patients in Port Harcourt, Nigeria",2019,"Port Harcourt Medical Journal","phmj.org","https://www.phmj.org/article.asp?issn=0795-3038;year=2019;volume=13;issue=1;spage=26;epage=31;aulast=Ojule","",4,"2021-07-31 09:58:45","HTML","","","",,,,,0,0.00,0,2,2,"… The World Health Organisation criteria were used to classify the study participants into normal, impaired fasting glucose (IFG) and frank … [13] In Nigeria, a prominent … In this particular Nigerian study, about 5.5% were newly diagnosed giving 59% yield of DM that was attributable to …","https://www.phmj.org/article.asp?issn=0795-3038;year=2019;volume=13;issue=1;spage=26;epage=31;aulast=Ojule","https://scholar.google.com/scholar?q=related:phpUwdsMzcwJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
1,"DF Essiet, HB Osadolor","Prevalence of pre-diabetes and undiagnosed diabetes mellitus among adults in the Warri Metropolis, Nigeria",2019,"New Zealand Journal of Medical …","search.informit.org","https://search.informit.org/doi/abs/10.3316/INFORMIT.292934645966749","https://scholar.google.com/scholar?cites=2350611870985266549&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-07-31 09:58:45","","10.3316/INFORMIT.292934645966749","","",,,,,1,0.50,1,2,2,"… Nathan DM, Davison MB, DeFronzo RA, Heine RJ, Henry RR, Pratley R, et al. Impaired fasting glucose and impaired glucose tolerance: implications for care … 11. Chinenye S, Young E. State of diabetes care in Nigeria: a review. Nigerian Health J 2011; 11: 101-106. 12 …","https://www.nzimls.org.nz/user/file/4650/Nigeria%20Article.pdf","https://scholar.google.com/scholar?q=related:daXk5goNnyAJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
0,"H Ibrahim, FH Puepet, SB Muazu…","… and risk factors for impaired glucose regulation among first-degree relatives of patients with type 2 diabetes mellitus in Maiduguri, Northeastern Nigeria",2020,"Journal of …","journalofdiabetology.org","https://www.journalofdiabetology.org/article.asp?issn=2078-7685;year=2020;volume=11;issue=1;spage=25;epage=31;aulast=Ibrahim","",6,"2021-07-31 09:58:45","HTML","","","",,,,,0,0.00,0,4,1,"… Prevalence of diabetes, impaired fasting glucose and impaired glucose tolerance in US adult … 19. 20. Bakari AG, Onyemelukwe GC. Glucose intolerance among apparently healthy Hausa-Fulani in Northern Nigeria … Serum lipids in Nigerians: The effect of diabetes mellitus …","https://www.journalofdiabetology.org/article.asp?issn=2078-7685;year=2020;volume=11;issue=1;spage=25;epage=31;aulast=Ibrahim","https://scholar.google.com/scholar?q=related:oHzfIglfgAMJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
0,"L Hyunjin, Y Song, B Kim","Relating Factors for Impaired Fasting Glucose in Korean Adult: A Population Based Study",2020,"","researchsquare.com","https://www.researchsquare.com/article/rs-80573/latest.pdf","",7,"2021-07-31 09:58:45","PDF","","","",,,,,0,0.00,0,3,1,"Page 1. Page 1/17 Relating Factors for Impaired Fasting Glucose in Korean Adult: A Population Based Study … Research article Keywords: Impaired fasting glucose, Diabetes mellitus, type 2, Healthy behavior, Health Literacy DOI: https://doi.org/10.21203/rs.3.rs-80573/v1 …","https://www.researchsquare.com/article/rs-80573/latest.pdf","https://scholar.google.com/scholar?q=related:aygLbvsJJSEJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
0,"Y Yuan, T Chen, Q Lv, N Zhang, XN Cui, GF Zhou…","… polymorphism of the SLC2A9 gene, but not rs7442295 is associated with impaired glucose tolerance/impaired fasting glucose complicated with hyperuricaemia …",2019,"","researchsquare.com","https://www.researchsquare.com/article/rs-5018/latest.pdf","",8,"2021-07-31 09:58:45","PDF","","","",,,,,0,0.00,0,7,2,"… impaired glucose tolerance/impaired fasting glucose complicated with hyperuricaemia. And G allele … reported a 25% prevalence of HUA in Nigerian patients with T2DM, while in Chinese T2DM patients, HUA prevalence was 36.1% in women and 28.4% in men[25, 26] …","https://www.researchsquare.com/article/rs-5018/latest.pdf","https://scholar.google.com/scholar?q=related:M8yT0kkdhUQJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
0,"AA Salako, OA Adenowo…","… of newly-diagnosed adults with Tuberculosis for Diabetes mellitus and Impaired Glucose Tolerance in a Local Government Area in Ogun State, Nigeria",2019,"Annals of Health …","annalsofhealthresearch.com","http://annalsofhealthresearch.com/index.php/ahr/article/view/131","",9,"2021-07-31 09:58:45","HTML","","","",,,,,0,0.00,0,3,2,"… of diabetes mellitus in persons with tuberculosis in a tertiary health center in Lagos, Nigeria … Prevalence of Diabetes Mellitus and Impaired Fasting Glucose, Associated with Risk Factors in Rural Kazakh Adults … Tuberculosis and diabetes in Nigerian patients with and without HIV …","http://annalsofhealthresearch.com/index.php/ahr/article/view/131","https://scholar.google.com/scholar?q=related:JJ-8iHQ_0voJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2019&as_yhi=2020&as_vis=1"
0,"CB Nwosu, S Yohanna, EC Anako…","Sociodemographic profile and clinical determinants of prediabetes among adults at the Aminu Kano Teaching Hospital, Kano, Nigeria",2020,"Nigerian Journal of Family …","ajol.info","https://www.ajol.info/index.php/njfp/article/view/204402","",10,"2021-07-31 09:58:45","","","","",,,,,0,0.00,0,4,1,"… and clinical determinants of prediabetes among adults at the General Out-patient Clinic of Aminu Kano Teaching Hospital, Kano Nigeria … Of the 71 with prediabetes 16 (22.5 %) had impaired fasting glucose, 43 (60.5%) had impaired glucose tolerance while 12 (17%) had both …","",""
