Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
29,"CB Nwatu, EN Ofoegbu, CN Unachukwu, ...","Prevalence of prediabetes and associated risk factors in a rural Nigerian community",2016,"International journal of …","Springer","https://link.springer.com/article/10.1007/s13410-015-0401-5","https://scholar.google.com/scholar?cites=13959323951546093188&as_sdt=2005&sciodt=0,5&hl=en",1,"2021-07-31 05:16:41","","10.1007/s13410-015-0401-5","","",,,,,29,5.80,7,4,5,"… determine the prevalence and risk factors for prediabetes in a rural Nigerian population … Ihuokpara, a rural community in Nkanu East Local Government Area of Enugu State, Nigeria … of impaired fasting glucose (IFG) was 9.2 %, while that of impaired glucose tolerance (IGT) was …","https://rssdi.in/new/pdf/International%20Journal%20of%20Diabetes%20in%20Developing%20Countries%20Volume%2036%20-%20ISSUE%20-%202%20-%20April%20%20-%20June%202016.pdf#page=63","https://scholar.google.com/scholar?q=related:hM6BnCx7ucEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2017&as_vis=1"
5,"UN Chikani, MU Ibekwe, T Oguonu, L Mungai, ...","Steroid‐induced impairment of glucose tolerance: Prevalence among pediatric patients on long‐term steroid use in Nigeria",2017,"Pediatric …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/pedi.12514","https://scholar.google.com/scholar?cites=13920212851560025607&as_sdt=2005&sciodt=0,5&hl=en",2,"2021-07-31 05:16:41","","10.1111/pedi.12514","","",,,,,5,1.25,1,5,4,"… asthma and nephrotic syndrome patients who are on long-term steroid use may be at risk of steroid-induced impaired glucose tolerance (SIIGT) … It was carried out in the asthma and renal clinics at the Pediatric outpatients' clinics of the University of Nigeria Teaching Hospital …","https://www.researchgate.net/profile/Adaobi-Bisi-Onyemaechi/publication/314265602_Steroid-induced_impairment_of_glucose_tolerance_Prevalence_among_pediatric_patients_on_long-term_steroid_use_in_Nigeria/links/5a8de89aaca272c56bc405d7/Steroid-induced-impairment-of-glucose-tolerance-Prevalence-among-pediatric-patients-on-long-term-steroid-use-in-Nigeria.pdf","https://scholar.google.com/scholar?q=related:Bw4QB9aHLsEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2017&as_vis=1"
22,"VM Oguoma, EU Nwose, II Ulasi, ...","Cardiovascular disease risk factors in a Nigerian population with impaired fasting blood glucose level and diabetes mellitus",2017,"BMC public …","bmcpublichealth.biomedcentral.com","https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-016-3910-3","https://scholar.google.com/scholar?cites=13575443403739574082&as_sdt=2005&sciodt=0,5&hl=en",3,"2021-07-31 05:16:41","HTML","10.1186/s12889-016-3910-3","","",,,,,22,5.50,6,4,4,"Diabetes is a risk factor for cardiovascular diseases (CVDs) and there are reports of increasing prevalence of prediabetes in Nigeria. This study therefore characterised CVDs risk factors in subjects with impaired fasting glucose (IFG) and diabetes. Data from 4 population-based cross …","https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-016-3910-3","https://scholar.google.com/scholar?q=related:Qi9RlNmpZbwJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2017&as_vis=1"
2,"SR Reng, EA Uloko, HF Puepet, ...","Prevalence and determinants of Glucose Intolerance among HIV/AIDS patients in North-central Nigeria",2016,"Nigerian Journal of …","ajol.info","https://www.ajol.info/index.php/njm/article/view/146310","https://scholar.google.com/scholar?cites=7130409586978177253&as_sdt=2005&sciodt=0,5&hl=en",4,"2021-07-31 05:16:41","","","","",,,,,2,0.40,1,4,5,"… The availability of free treatment programs in Nigeria has transformed HIV/AIDS to a … 28 supp 1: S37-42 2. Rao SS, Disraeli P, McGregor T. Impaired glucose tolerance and Impaired … Kolawale BA Anthropometric indices in newly diagnosed types 2 diabetics in Nigerian subjects …","https://www.ajol.info/index.php/njm/article/download/146310/135821","https://scholar.google.com/scholar?q=related:5cDfpr1N9GIJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2017&as_vis=1"
73,"D Adeloye, JO Ige, AV Aderemi, N Adeleye, ...","Estimating the prevalence, hospitalisation and mortality from type 2 diabetes mellitus in Nigeria: a systematic review and meta-analysis",2017,"BMJ open","bmjopen.bmj.com","https://bmjopen.bmj.com/content/7/5/e015424.abstract","https://scholar.google.com/scholar?cites=9237403940318496968&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-07-31 05:16:41","","","","",,,,,73,18.25,15,5,4,"… Download PDF PDF. Diabetes and endocrinology. Research. Estimating the prevalence, hospitalisation and mortality from type 2 diabetes mellitus in Nigeria: a systematic review and meta-analysis …","https://bmjopen.bmj.com/content/bmjopen/7/5/e015424.full.pdf","https://scholar.google.com/scholar?q=related:yEh6HfHZMYAJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2017&as_vis=1"
1,"OP Ozomma, EC Ogbodo, RA Analike, ...","Prevalence of Prediabetes and the Associated Risk of Kidney Disease in Apparently Healthy Subjects in Nnewi, Anambra State, Nigeria",2017,"Journal of …","conscientiabeam.com","http://www.conscientiabeam.com/pdf-files/med/99/JOD-2017-4(2)-27-33.pdf","https://scholar.google.com/scholar?cites=8390634024340825086&as_sdt=2005&sciodt=0,5&hl=en",6,"2021-07-31 05:16:41","PDF","","","",,,,,1,0.25,0,4,4,"… Olatunbosun, PO Ojo, NS Fineberg, and AF Bella, ""Prevalence of diabetes mellitus and impaired glucose tolerance in a group of urban adults in Nigeria,"" Journal of … Okoli, ""The prevalence of prediabetes and associated risk factors in a rural Nigerian community,"" International …","http://www.conscientiabeam.com/pdf-files/med/99/JOD-2017-4(2)-27-33.pdf","https://scholar.google.com/scholar?q=related:_iMkjTCFcXQJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2017&as_vis=1"
0,"SR Rifkatu, EU Andrew, HP Fabian, ...","… and determinants of glucose intolerance among HIV/AIDS patients in North-Central Nigeria: Glucose intolerance in HIV/AIDS patients from North-Central Nigeria",2016,"Nigerian Journal of …","njmonline.org","https://www.njmonline.org/article.asp?issn=1115-2613;year=2016;volume=25;issue=2;spage=128;epage=133;aulast=Rifkatu;type=0","",7,"2021-07-31 05:16:41","","","","",,,,,0,0.00,0,4,5,"… Impaired Fasting Glucose (IFG), Impaired Glucose Tolerance (IGT), and Diabetes Mellitus (DM) were defined based on the … The prevalence of GI among HIV/AIDS patients in North-Central Nigeria is high … Nigerian Journal of Medicine | Published by Wolters Kluwer - Medknow …","",""
0,"K Abdulsalam, IA Yahaya, IY Mohammed","Pattern of utilisation of oral glucose tolerance test: the experience of Aminu Kano Teaching Hospital, Kano",2017,"Bayero Journal of Pure and …","ajol.info","https://www.ajol.info/index.php/bajopas/article/view/169713","",8,"2021-07-31 05:16:41","","","","",,,,,0,0.00,0,3,4,"… (1988). Oral Glucose Tolerance Test in Healthy Pregnant Nigerian Women. Diabetes Care 11(5): 412- 415 … (1998). Prevalence of Diabetes Mellitus and Impaired Glucose Tolerance in a group of Urban Adults in Nigeria. J Natl Medical Assiac. 90:292-301 …","https://www.ajol.info/index.php/bajopas/article/download/169713/159161","https://scholar.google.com/scholar?q=related:eGUWYft-RfoJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2017&as_vis=1"
0,"A Morakinyo, K Ajiboye, O Adegoke","Impaired glucose tolerance due to altered expression of INSR and GLUT4 receptors in restraint stress rat",2016,"Endocrine Abstracts","endocrine-abstracts.org","https://www.endocrine-abstracts.org/ea/0044/ea0044p175","",9,"2021-07-31 05:16:41","","","","",,,,,0,0.00,0,3,5,"… Impaired glucose tolerance due to altered expression of INSR and GLUT4 receptors in restraint stress rat. Ayodele Morakinyo 1 , Kolawole Ajiboye 2 & Olufeyi Adegoke 1. Author affiliations. 1 University of Lagos, Lagos, Nigeria; 2 Babcock University, Ilishan Remo, Ogun, Nigeria …","",""
17,"UI Christiana, AE Casimir, AA Nicholas, ...","Plasma levels of inflammatory cytokines in adult Nigerians with the metabolic syndrome",2016,"Nigerian medical …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859117/","https://scholar.google.com/scholar?cites=4889176840702733953&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-07-31 05:16:41","HTML","","","",,,,,17,3.40,4,4,5,"… E-mail: moc.liamy@ezneduytsirk. Copyright : © Nigerian Medical Journal. This is an … The Ethics Committee of the Lagos University Teaching Hospital, Lagos, Nigeria, approved the … high-sensitivity CRP levels in elderly Korean women with impaired glucose tolerance compared to …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4859117/","https://scholar.google.com/scholar?q=related:gS4nwm7Y2UMJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2017&as_vis=1"
