Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
22,"VM Oguoma, EU Nwose, II Ulasi…","Cardiovascular disease risk factors in a Nigerian population with impaired fasting blood glucose level and diabetes mellitus",2017,"BMC public …","bmcpublichealth.biomedcentral.com","https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-016-3910-3","https://scholar.google.com/scholar?cites=13575443403739574082&as_sdt=2005&sciodt=0,5&hl=en",1,"2021-07-31 09:26:30","HTML","10.1186/s12889-016-3910-3","","",,,,,22,5.50,6,4,4,"Diabetes is a risk factor for cardiovascular diseases (CVDs) and there are reports of increasing prevalence of prediabetes in Nigeria. This study therefore characterised CVDs risk factors in subjects with impaired fasting glucose (IFG) and diabetes. Data from 4 population-based cross …","https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-016-3910-3","https://scholar.google.com/scholar?q=related:Qi9RlNmpZbwJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
43,"T Tesfaye, B Shikur, T Shimels, N Firdu","Prevalence and factors associated with diabetes mellitus and impaired fasting glucose level among members of federal police commission residing in Addis …",2016,"BMC endocrine disorders","Springer","https://link.springer.com/article/10.1186/s12902-016-0150-6","https://scholar.google.com/scholar?cites=13179271430931049648&as_sdt=2005&sciodt=0,5&hl=en",2,"2021-07-31 09:26:30","HTML","10.1186/s12902-016-0150-6","","",,,,,43,8.60,11,4,5,"… Prevalence and factors associated with diabetes mellitus and impaired fasting glucose level among members of federal police commission residing in Addis Ababa, Ethiopia … Prevalence of diabetes mellitus and impaired fasting glucose …","https://link.springer.com/article/10.1186/s12902-016-0150-6","https://scholar.google.com/scholar?q=related:sGwZJ4ot5rYJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
7,"Z Wang, Z Zou, H Wang, J Jing, J Luo…","Prevalence and risk factors of impaired fasting glucose and diabetes among Chinese children and adolescents: a national observational study",2018,"British Journal of …","cambridge.org","https://www.cambridge.org/core/journals/british-journal-of-nutrition/article/prevalence-and-risk-factors-of-impaired-fasting-glucose-and-diabetes-among-chinese-children-and-adolescents-a-national-observational-study/8A268958B85852B39968D99B37F8AB06","https://scholar.google.com/scholar?cites=16031137073361838885&as_sdt=2005&sciodt=0,5&hl=en",3,"2021-07-31 09:26:30","","","","",,,,,7,2.33,1,6,3,"… Table 3. Differences in mean level of fasting glucose (mmol/l) and prevalence of impaired fasting glucose (IFG) between urban and rural children (Mean … prevalence of DM was 0·4 % in Nigeria children and adolescents aged 2–19 years(20), 0·3 % in American adolescents aged …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/8A268958B85852B39968D99B37F8AB06/S0007114518002040a.pdf/prevalence_and_risk_factors_of_impaired_fasting_glucose_and_diabetes_among_chinese_children_and_adolescents_a_national_observational_study.pdf","https://scholar.google.com/scholar?q=related:JeNTSzsKet4J:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
12,"D Steiniche, S Jespersen, C Erikstrup…","Diabetes mellitus and impaired fasting glucose in ART-naive patients with HIV-1, HIV-2 and HIV-1/2 dual infection in Guinea-Bissau: a cross-sectional study",2016,"Transactions of the …","academic.oup.com","https://academic.oup.com/trstmh/article-abstract/110/4/219/2427515","https://scholar.google.com/scholar?cites=8170088431206835507&as_sdt=2005&sciodt=0,5&hl=en",4,"2021-07-31 09:26:30","","","","",,,,,12,2.40,3,4,5,"… Article Navigation. Diabetes mellitus and impaired fasting glucose in ART-naïve patients with HIV-1, HIV-2 and HIV-1/2 dual infection in Guinea-Bissau: a cross-sectional study. Ditte Steiniche, Ditte Steiniche *. a Bandim Health …","https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4830405/","https://scholar.google.com/scholar?q=related:M6WcJST8YXEJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
2,"Q Zhao, Q Zhen, Y Li, R Lv, K Zhang, Y Qiao, C Kou…","Prevalence and risk factors of impaired fasting glucose among adults in Northeast China: a cross-sectional study",2018,"Endocrine Practice","Elsevier","https://www.sciencedirect.com/science/article/pii/S1530891X20353830","https://scholar.google.com/scholar?cites=9778357469934964972&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-07-31 09:26:30","","","","",,,,,2,0.67,0,8,3,"… Original Articles. Prevalence and Risk Factors of Impaired Fasting Glucose Among Adults in Northeast China: A Cross-Sectional Study … ABSTRACT. Objective: To investigate the prevalence and risk factors of impaired fasting glucose (IFG) among adults in northeast China …","https://www.endocrinepractice.org/article/S1530-891X(20)35383-0/pdf","https://scholar.google.com/scholar?q=related:7NBCmk-0s4cJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
29,"CB Nwatu, EN Ofoegbu, CN Unachukwu…","Prevalence of prediabetes and associated risk factors in a rural Nigerian community",2016,"International journal of …","Springer","https://link.springer.com/article/10.1007/s13410-015-0401-5","https://scholar.google.com/scholar?cites=13959323951546093188&as_sdt=2005&sciodt=0,5&hl=en",6,"2021-07-31 09:26:30","","10.1007/s13410-015-0401-5","","",,,,,29,5.80,7,4,5,"… determine the prevalence and risk factors for prediabetes in a rural Nigerian population … a rural community in Nkanu East Local Government Area of Enugu State, Nigeria … Prevalence of impaired fasting glucose (IFG) was 9.2 %, while that of impaired glucose tolerance (IGT) was …","https://rssdi.in/new/pdf/International%20Journal%20of%20Diabetes%20in%20Developing%20Countries%20Volume%2036%20-%20ISSUE%20-%202%20-%20April%20%20-%20June%202016.pdf#page=63","https://scholar.google.com/scholar?q=related:hM6BnCx7ucEJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
2,"SR Reng, EA Uloko, HF Puepet…","Prevalence and determinants of Glucose Intolerance among HIV/AIDS patients in North-central Nigeria",2016,"Nigerian Journal of …","ajol.info","https://www.ajol.info/index.php/njm/article/view/146310","https://scholar.google.com/scholar?cites=7130409586978177253&as_sdt=2005&sciodt=0,5&hl=en",7,"2021-07-31 09:26:30","","","","",,,,,2,0.40,1,4,5,"… The availability of free treatment programs in Nigeria has transformed HIV/AIDS to a … 1: S37-42 2. Rao SS, Disraeli P, McGregor T. Impaired glucose tolerance and Impaired fasting glucose … BA Anthropometric indices in newly diagnosed types 2 diabetics in Nigerian subjects …","https://www.ajol.info/index.php/njm/article/download/146310/135821","https://scholar.google.com/scholar?q=related:5cDfpr1N9GIJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
1,"OA Adegoke, BO Emma‑Okon, MK Fasanya…","Behavioural and anthropometric risk factors for diabetes mellitus among newly admitted undergraduates in a Nigerian University",2017,"Nigerian journal of …","ajol.info","https://www.ajol.info/index.php/njcp/article/view/166406","https://scholar.google.com/scholar?cites=13046503306532264658&as_sdt=2005&sciodt=0,5&hl=en",8,"2021-07-31 09:26:30","","","","",,,,,1,0.25,0,4,4,"… KEYWORDS: Impaired fasting glucose, lifestyle, prevalence, type 2 diabetes mellitus, young adults … Department of Medical Biochemistry, Obafemi Awolowo University, Ile-Ife, Osun State, Nigeria … diabetes mellitus among newly admitted undergraduates in a Nigerian University …","https://www.ajol.info/index.php/njcp/article/view/166406/155840","https://scholar.google.com/scholar?q=related:0prQSqJ9DrUJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
10,"AC Mbakwem, M Akinkunmi, OB Ozoh…","Prevalence of cardiometabolic risk factors among professional male long-distance bus drivers in Lagos, south-west Nigeria: a cross-sectional study",2018,"… journal of Africa","journals.co.za","https://journals.co.za/doi/abs/10.5830/CVJA-2018-006","https://scholar.google.com/scholar?cites=4099595720557220091&as_sdt=2005&sciodt=0,5&hl=en",9,"2021-07-31 09:26:30","","10.5830/CVJA-2018-006","","",,,,,10,3.33,3,4,3,"… glucose Fasting blood glucose (mg/dl) 108.2 ± 39.7 Normoglycaemia 158 (54.9) Impaired fasting glucose 90 (31.3 … BP control is generally very low in Nigeria, ranging between five and 29.4%.34,35 … than the reported prevalence of 31 to 48% in the general Nigerian population.39 …","https://pdfs.semanticscholar.org/fd01/2add2c62bd5824ea0d329301fbc00455e8d3.pdf","https://scholar.google.com/scholar?q=related:-1CGVpaw5DgJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
2,"N Gul, A Parveen, N Zaka, M Rafique","Association of impaired fasting glucose with hypertension",2018,"Journal of the College of Physicians …","jcpsp.pk","https://jcpsp.pk/archive/2018/Oct2018/06.pdf","https://scholar.google.com/scholar?cites=11518272634493780016&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-07-31 09:26:30","PDF","","","",,,,,2,0.67,1,4,3,"… The prevalence of prediabetes among hypertensive patients in Enugu, southeast Nigeria. Niger Med J 2009; 50: 14-7. 13. Shaikh MA, Kumar R, Ghori RA. Comparison of impaired fasting glucose in young healthy individuals with diabetic and non-diabetic first degree relatives …","https://jcpsp.pk/archive/2018/Oct2018/06.pdf","https://scholar.google.com/scholar?q=related:MMAaRe8f2Z8J:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
1,"C Amadi, KI Green","Relationship between glucose homeostatic disorders and testosterone in adult Nigerian women with polycystic ovary syndrome",2018,"Int J Reprod, Contracept Obstet Gynecol","scholar.archive.org","https://scholar.archive.org/work/y7rgl5zftzfdbob7d6rm3mmelu/access/wayback/http://pdfs.semanticscholar.org/715e/97f57f4e47fad594eb4493f93025b1bf4a47.pdf","https://scholar.google.com/scholar?cites=6873352342448181361&as_sdt=2005&sciodt=0,5&hl=en",11,"2021-07-31 09:26:30","PDF","","","",,,,,1,0.33,1,2,3,"… This tertiary hospital located in the heart of Niger Delta region of Nigeria is a major referral center for all the primary and secondary health centers in the region … Epidemiology of diabetes and impaired fasting glucose in a rural community of Nigerian Niger Delta region …","https://scholar.archive.org/work/y7rgl5zftzfdbob7d6rm3mmelu/access/wayback/http://pdfs.semanticscholar.org/715e/97f57f4e47fad594eb4493f93025b1bf4a47.pdf",""
3,"EE Emmanuel, OA Babatunde, OO Odu…","Behavioural and socio-demographic predictors of cardiovascular risk among adolescents in Nigeria",2017,"Journal of Health …","researchgate.net","https://www.researchgate.net/profile/Kabir-Durowade/publication/316154499_Behavioural_and_Socio-demographic_Predictors_of_Cardiovascular_Risk_among_Adolescents_in_Nigeria/links/58f35707a6fdcc11e569f00c/Behavioural-and-Socio-demographic-Predictors-of-Cardiovascular-Risk-among-Adolescents-in-Nigeria.pdf","https://scholar.google.com/scholar?cites=4758732083130774738&as_sdt=2005&sciodt=0,5&hl=en",12,"2021-07-31 09:26:30","PDF","","","",,,,,3,0.75,1,4,4,"… Nigerian children and adolescents which gave a range between 0 to 4% [14-16] … This prevalence is lower than the results obtained recently by Jaja et al in Port Harcourt, Nigeria, where they got a prevalence of 17% for impaired fasting glucose among adolescents in Port …","https://www.researchgate.net/profile/Kabir-Durowade/publication/316154499_Behavioural_and_Socio-demographic_Predictors_of_Cardiovascular_Risk_among_Adolescents_in_Nigeria/links/58f35707a6fdcc11e569f00c/Behavioural-and-Socio-demographic-Predictors-of-Cardiovascular-Risk-among-Adolescents-in-Nigeria.pdf","https://scholar.google.com/scholar?q=related:0rRD5J1pCkIJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
73,"D Adeloye, JO Ige, AV Aderemi, N Adeleye…","Estimating the prevalence, hospitalisation and mortality from type 2 diabetes mellitus in Nigeria: a systematic review and meta-analysis",2017,"BMJ open","bmjopen.bmj.com","https://bmjopen.bmj.com/content/7/5/e015424.abstract","https://scholar.google.com/scholar?cites=9237403940318496968&as_sdt=2005&sciodt=0,5&hl=en",13,"2021-07-31 09:26:30","","","","",,,,,73,18.25,15,5,4,"… Download PDF PDF. Diabetes and endocrinology. Research. Estimating the prevalence, hospitalisation and mortality from type 2 diabetes mellitus in Nigeria: a systematic review and meta-analysis …","https://bmjopen.bmj.com/content/bmjopen/7/5/e015424.full.pdf","https://scholar.google.com/scholar?q=related:yEh6HfHZMYAJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
0,"P Shankalala","Assessment of a diabetes symptom screening checklist and associated factors of impaired fasting glucose among ART patients on Copperbelt province",2016,"","library.adhl.africa","https://library.adhl.africa/handle/123456789/12554","",14,"2021-07-31 09:26:30","","","","",,,,,0,0.00,0,1,5,"… Some features of this site may not work without it. Assessment of a diabetes symptom screening checklist and associated factors of impaired fasting glucose among ART patients on Copperbelt province. View/Open. Main Document.pdf (792.6Kb). Date. 2016. Author …","","https://scholar.google.com/scholar?q=related:Y4wYx9ir8gEJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2016&as_yhi=2018&as_vis=1"
0,"SR Rifkatu, EU Andrew, HP Fabian…","… and determinants of glucose intolerance among HIV/AIDS patients in North-Central Nigeria: Glucose intolerance in HIV/AIDS patients from North-Central Nigeria",2016,"Nigerian Journal of …","njmonline.org","https://www.njmonline.org/article.asp?issn=1115-2613;year=2016;volume=25;issue=2;spage=128;epage=133;aulast=Rifkatu;type=0","",15,"2021-07-31 09:26:30","","","","",,,,,0,0.00,0,4,5,"… Impaired Fasting Glucose (IFG), Impaired Glucose Tolerance (IGT), and Diabetes Mellitus (DM) were defined based on the … The prevalence of GI among HIV/AIDS patients in North-Central Nigeria is high … Nigerian Journal of Medicine | Published by Wolters Kluwer - Medknow …","",""
