Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"OE Essien, EJ Peters, AE Udoh, JU Ekott…","Prevalence and pattern of abnormal glucose tolerance in adult Nigerians with primary hypertension",2007,"Nigerian Journal of …","ajol.info","https://www.ajol.info/index.php/njm/article/view/37281","https://scholar.google.com/scholar?cites=16223532803064461946&as_sdt=2005&sciodt=2007&hl=en",1,"2021-07-30 22:37:40","","","","",,,,,12,0.86,2,5,14,"… Introduction Abnormal glucose tolerance- (Impaired glucose tolerance IGT, Impaired fasting glucose IFG, Diabetes … that glucose intolerance is common in hypertensive subjects, in Benin, Nigeria … study which had shown that some adult hypertensive Nigerian responded to …","https://www.ajol.info/index.php/njm/article/view/37281/6842","https://scholar.google.com/scholar?q=related:evqN4CCRJeEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
15,"AG Bakari, GC Onyemelukwe","Glucose intolerance among apparently healthy Hausa-Fulani northern Nigerians",2004,"","researchgate.net","https://www.researchgate.net/profile/Adamu-Bakari/publication/27788874_Glucose_Intolerance_Among_Apparently_Healthy_Hausa-Fulani_Northern_Nigerians/links/548ec3ca0cf225bf66a628e6/Glucose-Intolerance-Among-Apparently-Healthy-Hausa-Fulani-Northern-Nigerians.pdf","https://scholar.google.com/scholar?cites=7447639555240643317&as_sdt=2005&sciodt=2007&hl=en",2,"2021-07-30 22:37:40","PDF","","","",,,,,15,0.88,8,2,17,"… Bakari, Department of Medicine, A.hmadu Bello University Teaching Hospital, Zaria, Nigeria.E-mail … Objectives: To study the prevalence of glucose intolerance in apparently Nigerian subjects of … Results: Three (7.7%) of the subjects demonstrated impaired glucose tolerance (IGT …","https://www.researchgate.net/profile/Adamu-Bakari/publication/27788874_Glucose_Intolerance_Among_Apparently_Healthy_Hausa-Fulani_Northern_Nigerians/links/548ec3ca0cf225bf66a628e6/Glucose-Intolerance-Among-Apparently-Healthy-Hausa-Fulani-Northern-Nigerians.pdf","https://scholar.google.com/scholar?q=related:9UpEWbdUW2cJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
50,"ST Olatunbosun, AF Bella","Relationship between height, glucose intolerance, and hypertension in an urban African black adult population: a case for the"" thrifty phenotype"" hypothesis?",2000,"Journal of the National Medical …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2640520/","https://scholar.google.com/scholar?cites=11615532132912783852&as_sdt=2005&sciodt=2007&hl=en",3,"2021-07-30 22:37:40","","","","",,,,,50,2.38,25,2,21,"… Prev- alence of diabetes mellitus and impaired glucose tolerance in a group of urban adults in Nigeria. J Vatl Mlled Assoc. 1998;90:293- 301 … Report from a Nigerian study … Prevalence of diabetes and impaired glucose tolerance in Nigerians,Jamaicans and US Blacks. Ethn Dis …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2640520/pdf/jnma00878-0012.pdf","https://scholar.google.com/scholar?q=related:7OFm4-6oMqEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
4,"DP Oparinde, EK Oghagbon, SA Adebisi…","Oral glucose tolerance test (OGTT) in Ilorin, Nigeria",2006,"Tropical Journal of …","ajol.info","https://www.ajol.info/index.php/tjhc/article/view/36692","https://scholar.google.com/scholar?cites=17168553166396399392&as_sdt=2005&sciodt=2007&hl=en",4,"2021-07-30 22:37:40","","","","",,,,,4,0.27,1,4,15,"… 216 patients who presented at the Metabolic Clinic of the University of Ilorin Teaching Hospital, Nigeria, between January 2003 and December 2003 … Out of the 34 pregnant subjects, 5(14.71%) had a normal OGTT result, 22(64.71%) had impaired glucose tolerance (IGT), 2(5.88 …","https://www.researchgate.net/profile/Simeon-Adebisi/publication/353121840_ORAL_GLUCOSE_TOLERANCE_TEST_OGTT_IN_ILORIN_NIGERIA/links/60e82a69b8c0d5588ce39326/ORAL-GLUCOSE-TOLERANCE-TEST-OGTT-IN-ILORIN-NIGERIA","https://scholar.google.com/scholar?q=related:IB93ViT0Qu4J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
11,"AG Bakari, GC Onyemelukwe","Plasma insulin response to oral glucose tolerance test in type-2 Nigerian diabetics",2004,"East African medical journal","ajol.info","https://www.ajol.info/index.php/eamj/article/view/9222","https://scholar.google.com/scholar?cites=7791606041968431257&as_sdt=2005&sciodt=2007&hl=en",5,"2021-07-30 22:37:40","","","","",,,,,11,0.65,6,2,17,"… is as yet no reported study of the plasma insulin pattern in Nigerian type 2 … located at Longitude 08° 30° East and latitude 04° 00° North) in Northern Nigeria … African-Americans made up of 101 normoglycaemic controls, 36 individuals with impaired glucose tolerance (IGT), and …","https://www.ajol.info/index.php/eamj/article/download/9222/2134","https://scholar.google.com/scholar?q=related:mdBQ2WlYIWwJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
163,"AR Abubakari, RS Bhopal","Systematic review on the prevalence of diabetes, overweight/obesity and physical inactivity in Ghanaians and Nigerians",2008,"Public health","Elsevier","https://www.sciencedirect.com/science/article/pii/S0033350607002053","https://scholar.google.com/scholar?cites=12619976412189302757&as_sdt=2005&sciodt=2007&hl=en",6,"2021-07-30 22:37:40","","","","",,,,,163,12.54,82,2,13,"… Obesity (body mass index ⩾30) among Nigerian adults was 8.8% (CI 7.0–10.6) in 2000 … base points to a rise in diabetes prevalence in Ghana and Nigeria, with major … 10 This study systematically reviewed the prevalence of diabetes, impaired glucose tolerance (IGT) and two …","https://www.researchgate.net/profile/Abdul-Razak-Abubakari-2/publication/5813008_Systematic_review_on_the_prevalence_of_diabetes_overweightobesity_and_physical_inactivity_in_Ghanaians_and_Nigerians/links/577fc3a408ae5f367d37025e/Systematic-review-on-the-prevalence-of-diabetes-overweight-obesity-and-physical-inactivity-in-Ghanaians-and-Nigerians.pdf","https://scholar.google.com/scholar?q=related:5R9a8q4pI68J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
57,"RT Erasmus, EB Blanco, AB Okesina, T Matsha…","Prevalence of diabetes mellitus and impaired glucose tolerance in factory workers from Transkei, South Africa",2001,"South African Medical …","ajol.info","https://www.ajol.info/index.php/samj/article/view/139919/129629","https://scholar.google.com/scholar?cites=13017756098966286650&as_sdt=2005&sciodt=2007&hl=en",7,"2021-07-30 22:37:40","PDF","","","",,,,,57,2.85,11,5,20,"… 7. Erasmus RT, Fakeye T, Olukoga 0, eta/. Prevalence of diabetes mellitus in a Nigerian population … 10. Omar MAK, Seedat MA, Motala AA, Dyer RB, Becker P. The prevalence of diabetes mellitus and impaired glucose tolerance in a group of urban South African blacks …","https://www.ajol.info/index.php/samj/article/view/139919/129629","https://scholar.google.com/scholar?q=related:OnGPczNcqLQJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
322,"EA Nyenwe, OJ Odia, AE Ihekwaba, A Ojule…","Type 2 diabetes in adult Nigerians: a study of its prevalence and risk factors in Port Harcourt, Nigeria",2003,"Diabetes research and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168822703001773","https://scholar.google.com/scholar?cites=9980286213365236216&as_sdt=2005&sciodt=2007&hl=en",8,"2021-07-30 22:37:40","","","","",,,,,322,17.89,64,5,18,"… It is the center of the petroleum industry in Nigeria. The ethnic groups in Port Harcourt include Ikwerre, Ijaw, Ogoni and other Nigerian tribes such as Ibo, Yoruba and Hausa–Fulani … 11 people showed impaired glucose tolerance. 3.4. Prevalence of diabetes …","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.493.4905&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:-AFd6G4ZgYoJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
2,"AA Adeyemo, OO Omotade, TE Forrester, A Luke…","Relative contributions of energy expenditure on physical activity, body composition and weight gain to the evolution of impaired glucose tolerance to Frank diabetes",2002,"","inis.iaea.org","https://inis.iaea.org/search/search.aspx?orig_q=RN:35061048","https://scholar.google.com/scholar?cites=15963529238287596212&as_sdt=2005&sciodt=2007&hl=en",9,"2021-07-30 22:37:40","","","","",,,,,2,0.11,0,5,19,"… Determine whether risk of incident diabetes and impaired glucose tolerance is related … questionnaires, activity monitors and heart rate monitors) in Jamaica and Nigeria, and validate … the three groups studied (Nigerians, Jamaicans and African-Americans), Nigerian men showed …","https://inis.iaea.org/collection/NCLCollectionStore/_Public/35/061/35061048.pdf","https://scholar.google.com/scholar?q=related:tLqxiUPZid0J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
0,"PT ASOR","A STUDY OF THE INFLUENCE OF BODY MASS INDEX ON ORAL GLUCOSE TOLERANCE TEST AMONG PREGNANT WOMEN IN BENIN-CITY, NIGERIA",2006,"FACULTY of OBSTETRICS AND …","dissertation.npmcn.edu.ng","http://www.dissertation.npmcn.edu.ng/index.php/FMCOG/article/view/2112","",10,"2021-07-30 22:37:40","","","","",,,,,0,0.00,0,1,15,"… A DISSERTATION SUBMITTED TO THE NATIONAL POSTGRADUATE MEDICAL COLLEGE OF NIGERIA IN PARTIAL FULFILMENT OF THE REQUIREMENTS FOR THE … There were however no cases of either impaired glucose tolerance or gestational diabetes mellitus …","http://www.dissertation.npmcn.edu.ng/index.php/FMCOG/article/download/2112/2020","https://scholar.google.com/scholar?q=related:OMyKxWjrKigJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=2007&as_ylo=2000&as_yhi=2008"
