Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
60,"AS Anzaku, J Musa","Prevalence and associated risk factors for gestational diabetes in Jos, North-central, Nigeria",2013,"Archives of gynecology and obstetrics","Springer","https://link.springer.com/article/10.1007/s00404-012-2649-z","https://scholar.google.com/scholar?cites=899201033303350948&as_sdt=2005&sciodt=0,5&hl=en",1,"2021-07-31 00:50:26","","10.1007/s00404-012-2649-z","","",,,,,60,7.50,30,2,8,"… risk factors for gestational diabetes mellitus (GDM) among antenatal women attending the Jos University Teaching Hospital (JUTH), Jos, Nigeria … in the study population indicated that 232 (91.7 %) had normal glucose tolerance, 6.7 % had impaired glucose tolerance (IGT) while …","","https://scholar.google.com/scholar?q=related:pN61W5OaegwJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
36,"OE Enang, AA Otu, OE Essien, H Okpara…","Prevalence of dysglycemia in Calabar: a cross-sectional observational study among residents of Calabar, Nigeria",2014,"BMJ Open Diabetes …","drc.bmj.com","https://drc.bmj.com/content/2/1/e000032.short","https://scholar.google.com/scholar?cites=2418562071510150256&as_sdt=2005&sciodt=0,5&hl=en",2,"2021-07-31 00:50:26","","","","",,,,,36,5.14,7,5,7,"… impaired glucose tolerance 20%, and the prevalence of undiagnosed DM 7%. All values were a few percentage points higher for men than women. Conclusions The prevalence of undiagnosed DM among residents of Calabar is similar to studies elsewhere in Nigeria but much …","https://drc.bmj.com/content/bmjdrc/2/1/e000032.full.pdf","https://scholar.google.com/scholar?q=related:cGyY02N1kCEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
49,"A Sabir, S Isezuo, S Abubakar, AE Ohwovoriole…","Type 2 diabetes mellitus and its risk factors among the rural Fulanis of Northern Nigeria",2013,"","ir.unilag.edu.ng","https://ir.unilag.edu.ng/handle/123456789/6845","https://scholar.google.com/scholar?cites=110261409729665328&as_sdt=2005&sciodt=0,5&hl=en",3,"2021-07-31 00:50:26","","","","",,,,,49,6.13,10,5,8,"… Conclusion: The prevalence rates of DM and its principal risk factor obesity are low among the rural Nigerian Fulani … Sokoto Keywords: Diabetes mellitus, impaired fasting glycemia, impaired glucose tolerance, Nigeria, prediabetes, rural Fulani, Sokoto How to cite this article …","https://ir.unilag.edu.ng/bitstream/handle/123456789/6845/T2DM%20fulani.pdf?sequence=1","https://scholar.google.com/scholar?q=related:MNle_yq6hwEJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
151,"EH Hilawe, H Yatsuya, L Kawaguchi…","Differences by sex in the prevalence of diabetes mellitus, impaired fasting glycaemia and impaired glucose tolerance in sub-Saharan Africa: a systematic …",2013,"Bulletin of the World …","SciELO Public Health","https://www.scielosp.org/article/bwho/2013.v91n9/671-682D/","https://scholar.google.com/scholar?cites=334495761271270501&as_sdt=2005&sciodt=0,5&hl=en",4,"2021-07-31 00:50:26","HTML","","","",,,,,151,18.88,38,4,8,"… JC, Ngogang J, Salah JN, Minkoulou E, Balkau B. Prevalence of NIDDM and impaired glucose tolerance in a … Nigeria, 12 12 Ejim EC, Okafor CI, Emehel A, Mbah AU, Onyia U, Egwuonwu T et al … risk factors in the middle-aged and elderly population of a Nigerian rural community …","https://www.scielosp.org/article/bwho/2013.v91n9/671-682D/","https://scholar.google.com/scholar?q=related:ZaxyZR9epAQJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
3,"TO Akande","Undiagnosed diabetes and prediabetes in hypertensive and normotensive adults at the University College Hospital, Ibadan, Nigeria",2013,"African journal of medicine and medical sciences","ojshostng.com","http://ojshostng.com/index.php/ajmms/article/view/1013","https://scholar.google.com/scholar?cites=2299062519548151106&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-07-31 00:50:26","HTML","","","",,,,,3,0.38,3,1,8,"… Correspondence: Dr. Temilola O. Akande, Department of Medicine, College of Medicine, University of Ibadan, Ibadan, Nigeria … Impaired glucose tolerance in the US population … Prevalence and pattern of abnormal glucose tolerance in adult Nigerians with primary hypertension …","http://ojshostng.com/index.php/ajmms/article/view/1013","https://scholar.google.com/scholar?q=related:QgUVOi7p5x8J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
4,"EA Etukumana, FH Puepet, MO Obadofin","Prevalence of diabetes mellitus among adults in rural north central Nigeria",2013,"Highland Medical Research …","ajol.info","https://www.ajol.info/index.php/hmrj/article/view/109802","https://scholar.google.com/scholar?cites=12560915119308507005&as_sdt=2005&sciodt=0,5&hl=en",6,"2021-07-31 00:50:26","","","","",,,,,4,0.50,1,3,8,"… in females (male: female of 1.7:1). None of the subjects had plasma glucose levels in the impaired glucose tolerance (IGT) range. Conclusion: The overall prevalence rate of diabetes mellitus in the study is higher than previously reported from northern parts of Nigeria; thus, it …","","https://scholar.google.com/scholar?q=related:fYc3HMBVUa4J:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
43,"J Najafian, N Mohamadifard, G Sadri…","Association between sleep duration and diabetes mellitus: Isfahan Healthy Heart Program",2013,"Nigerian journal of clinical …","ajol.info","https://www.ajol.info/index.php/njcp/article/view/86396","https://scholar.google.com/scholar?cites=4945325166972947796&as_sdt=2005&sciodt=0,5&hl=en",7,"2021-07-31 00:50:26","","","","",,,,,43,5.38,11,4,8,"… Table 3: Diabetes mellitus or impaired glucose tolerance by reported usual sleep time Variable Number of subject ≤5 6 ≥9 P-value Sex Male 5653 1.35 (1.06, 1.71) 0.96 (0.77, 1.71) 1.14 (0.82, 1.58) 0.07 … 62 Nigerian Journal of Clinical Practice • Jan-Mar 2013 • Vol 16 • Issue 1 …","https://www.ajol.info/index.php/njcp/article/download/86396/76218","https://scholar.google.com/scholar?q=related:VM04tAlToUQJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
27,"VM Oguoma, EU Nwose, PT Bwititi","Cardiovascular disease risk prevention: preliminary survey of baseline knowledge, attitude and practices of a nigerian rural community",2014,"North American journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4193154/","https://scholar.google.com/scholar?cites=15374633031790762562&as_sdt=2005&sciodt=0,5&hl=en",8,"2021-07-31 00:50:26","HTML","","","",,,,,27,3.86,9,3,7,"… Survey of Baseline Knowledge, Attitude and Practices of a Nigerian Rural Community … lipid profile [Figure 2]. While there is no formal country (Nigeria) specific guideline … the UK investigated 34 general practitioners' knowledge and attitudes to impaired glucose tolerance and the …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4193154/","https://scholar.google.com/scholar?q=related:Qhrgu0irXdUJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
2,"GUP Iloh, NR Uchenna","Magnitude of prediabetes among adult Nigerians with essential hypertension in a primary care clinic of a tertiary hospital in Southeastern, Nigeria",2014,"European Journal of Preventive …","article.prevmed.net","http://article.prevmed.net/pdf/10.11648.j.ejpm.20140201.11.pdf","https://scholar.google.com/scholar?cites=6404834802073697531&as_sdt=2005&sciodt=0,5&hl=en",9,"2021-07-31 00:50:26","PDF","","","",,,,,2,0.29,1,2,7,"… S, Bosch J, Pogue J, Sheridan P, Dinccag N, et al “Effect of rosigiltazone on the frequency of diabetes in patients with impaired glucose tolerance or impaired … [26] Onwubere B, Kadiri S. Guidelines for the management of hypertension in Nigeria. Nigerian Hypertension Society …","http://article.prevmed.net/pdf/10.11648.j.ejpm.20140201.11.pdf","https://scholar.google.com/scholar?q=related:-3ypdlGL4lgJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
14,"GUP Iloh, NR Uchenna, NP Obiegbu","Risk factors of pre-diabetes among adult Nigerians with essential hypertension in a resource-constrained setting of a primary care clinic in eastern Nigeria",2013,"American Journal of Health …","Citeseer","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.886.8192&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=14250425559752508843&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-07-31 00:50:26","PDF","","","",,,,,14,1.75,5,3,8,"… test was classified as 60-139mg/dL (normal), 140-199mg/dL (impaired glucose tolerance) and ≥200mg/dL … risk factors [29] and was modified and tailored to suit Nigeria environment through … was into lower, middle and upper occupational classes to suit Nigerian environment.[6 …","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.886.8192&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:qwUya4uuw8UJ:scholar.google.com/&scioq=%22impaired+glucose+tolerance%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2013&as_yhi=2014&as_vis=1"
