Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
19,"CA Alikor, PC Emem-Chioma","EPIDEMIOLOGY OF DIABETES AND IMPAIRED FASTING GLUCOSE IN A RURAL COMMUNITY OF NIGERIAN NIGER DELTA REGION.",2015,"Nigerian journal of medicine: journal …","europepmc.org","https://europepmc.org/article/med/26353421","https://scholar.google.com/scholar?cites=14423755779711754759&as_sdt=2005&sciodt=0,5&hl=en",1,"2021-07-31 09:11:03","","","","",,,,,19,3.17,10,2,6,"BACKGROUND: The prevalence of diabetes mellitus is reaching epidemic rates globally. It had an estimated global incidence of 220 million in 2010. Different studies in SSA and Nigeria in particular have reported increasing prevalence of diabetes in the rural areas. This …","","https://scholar.google.com/scholar?q=related:B-K0GHZ5K8gJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
24,"LY Ojewale, PO Adejumo","Type 2 diabetes mellitus and impaired fasting blood glucose in urban south western Nigeria",2012,"Int J Diabetes Metab","researchgate.net","https://www.researchgate.net/profile/Lucia-Ojewale-2/publication/268351315_Type_2_Diabetes_Mellitus_and_Impaired_Fasting_Blood_Glucose_in_Urban_South_Western_Nigeria/links/5e9db8054585150839ec48aa/Type-2-Diabetes-Mellitus-and-Impaired-Fasting-Blood-Glucose-in-Urban-South-Western-Nigeria.pdf","https://scholar.google.com/scholar?cites=14702037043410782341&as_sdt=2005&sciodt=0,5&hl=en",2,"2021-07-31 09:11:03","PDF","","","",,,,,24,2.67,12,2,9,"… In the Nigerian Civil service, civil servants are generally classified into junior and senior civil servants with … Discussion The prevalence of DM and Impaired fasting glucose observed in this study is relatively high when compared … Prevalence of adult diabetes in Ibadan, Nigeria …","https://www.researchgate.net/profile/Lucia-Ojewale-2/publication/268351315_Type_2_Diabetes_Mellitus_and_Impaired_Fasting_Blood_Glucose_in_Urban_South_Western_Nigeria/links/5e9db8054585150839ec48aa/Type-2-Diabetes-Mellitus-and-Impaired-Fasting-Blood-Glucose-in-Urban-South-Western-Nigeria.pdf","https://scholar.google.com/scholar?q=related:hUgi18sgCMwJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
10,"MO Iroezindu, GC Isiguzo, EE Young","Prevalence and predictors of impaired fasting glucose among Nigerian patients with hepatitis B virus infection",2012,"Diabetes research and clinical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S016882271200304X","https://scholar.google.com/scholar?cites=17720838792126723931&as_sdt=2005&sciodt=0,5&hl=en",3,"2021-07-31 09:11:03","","","","",,,,,10,1.11,3,3,9,"Aim Previous studies on the relationship between hepatitis B virus (HBV) infection and type 2 diabetes mellitus (DM) are conflicting. We aimed to elucidate the relationship by investigating the prevalence and predictors of impaired fasting glucose (IFG) in HBV …","","https://scholar.google.com/scholar?q=related:W_esDv4Q7fUJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
46,"CECC Ejike, NK Uka…","Diabetes and pre-diabetes in adult Nigerians: Prevalence, and correlations of blood glucose concentrations with measures of obesity",2015,"African Journal of …","academicjournals.org","https://academicjournals.org/journal/AJBR/article-abstract/90DCAF752045","https://scholar.google.com/scholar?cites=14605766791247326487&as_sdt=2005&sciodt=0,5&hl=en",4,"2021-07-31 09:11:03","","","","",,,,,46,7.67,15,3,6,"… Prevalence of diabetes and prediabetes (impaired fasting glucose and/or impaired glucose tolerance) in urban and … and BMI-metabolic-risk sub-phenotypes in an adult Nigerian population … in Calabar: a cross-sectional observational study among residents of Calabar, Nigeria …","https://academicjournals.org/journal/AJBR/article-full-text-pdf/90DCAF752045","https://scholar.google.com/scholar?q=related:F21-EIMbssoJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
36,"OE Enang, AA Otu, OE Essien, H Okpara…","Prevalence of dysglycemia in Calabar: a cross-sectional observational study among residents of Calabar, Nigeria",2014,"BMJ Open Diabetes …","drc.bmj.com","https://drc.bmj.com/content/2/1/e000032.short","https://scholar.google.com/scholar?cites=2418562071510150256&as_sdt=2005&sciodt=0,5&hl=en",5,"2021-07-31 09:11:03","","","","",,,,,36,5.14,7,5,7,"… The prevalence of impaired fasting glucose was 9%, the prevalence of impaired glucose tolerance 20%, and the prevalence of undiagnosed DM 7 … Conclusions The prevalence of undiagnosed DM among residents of Calabar is similar to studies elsewhere in Nigeria but much …","https://drc.bmj.com/content/bmjdrc/2/1/e000032.full.pdf","https://scholar.google.com/scholar?q=related:cGyY02N1kCEJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
1,"T Jaja, B Okoh","Oral Glucose Tolerance Test among Adolescents with Impaired Fasting Blood Glucose",2015,"Nigerian Health Journal","ajol.info","https://www.ajol.info/index.php/nhj/article/view/133247","https://scholar.google.com/scholar?cites=5162741909253612072&as_sdt=2005&sciodt=0,5&hl=en",6,"2021-07-31 09:11:03","","","","",,,,,1,0.17,1,2,6,"… The Nigerian Health Journal, Vol … developing countries, 1 most studies on prediabetes (IFG and IGT) in adolescents and children have been in developed countries.3. There is a paucity of data on the prevalence of IGT in adolescents with impaired fasting glucose in Nigeria …","https://www.ajol.info/index.php/nhj/article/view/133247/122857","https://scholar.google.com/scholar?q=related:KGIVwGm-pUcJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
13,"Y Sagna, H Tieno, O Guira, DAR Yanogo, LE Benon…","Prevalence and associated risk factors of diabetes and impaired fasting glucose in urban population; a study from Burkina Faso",2014,"J Diabetol","researchgate.net","https://www.researchgate.net/profile/Yempabou-Sagna/publication/269399796_Prevalence_and_associated_risk_factors_of_diabetes_and_impaired_fasting_glucose_in_urban_population_A_study_from_Burkina_Faso/links/54899ae20cf268d28f0b05cd/Prevalence-and-associated-risk-factors-of-diabetes-and-impaired-fasting-glucose-in-urban-population-A-study-from-Burkina-Faso.pdf","https://scholar.google.com/scholar?cites=15147696587884131325&as_sdt=2005&sciodt=0,5&hl=en",7,"2021-07-31 09:11:03","PDF","","","",,,,,13,1.86,2,6,7,"… Diabetes and impaired fasting glucose in rural and urban populations in Futa Jallon (Guinea): prevalence … Nigerians: a study of its prevalence and risk factors in Port Harcourt, Nigeria … of cardiometabolic risk factors among a rural Yoruba south-western Nigerian population: a …","https://www.researchgate.net/profile/Yempabou-Sagna/publication/269399796_Prevalence_and_associated_risk_factors_of_diabetes_and_impaired_fasting_glucose_in_urban_population_A_study_from_Burkina_Faso/links/54899ae20cf268d28f0b05cd/Prevalence-and-associated-risk-factors-of-diabetes-and-impaired-fasting-glucose-in-urban-population-A-study-from-Burkina-Faso.pdf","https://scholar.google.com/scholar?q=related:_fM6bsptN9IJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
13,"T Jaja, IE Yarhere","Risk factors for type 2 diabetes mellitus in adolescents secondary school students in Port Harcourt, Nigeria",2015,"Nigerian Journal of Paediatrics","ajol.info","https://www.ajol.info/index.php/njp/article/view/114974","https://scholar.google.com/scholar?cites=17768531213483785438&as_sdt=2005&sciodt=0,5&hl=en",8,"2021-07-31 09:11:03","","","","",,,,,13,2.17,7,2,6,"… IFG (Impaired fasting glucose), BMI (Body mass index), DM (Diabetes mellitus … In Nigeria, no study has been done on prevalence of risk factors for Type 2 DM in … this study, 14.1% of students were overweight and obese, higher than earlier findings from Nigerian adolescents with …","https://www.ajol.info/index.php/njp/article/view/114974/104599","https://scholar.google.com/scholar?q=related:3jwkOP-AlvYJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
3,"M Babanejad, F Najafi, AH Hashemian, EG Parizad…","Attribution of lifestyle risk factors in subjects with and without impaired fasting glucose",2014,"J Pak Med …","jpma.org.pk","https://www.jpma.org.pk/PdfDownload/6891.pdf","https://scholar.google.com/scholar?cites=1451908806428027020&as_sdt=2005&sciodt=0,5&hl=en",9,"2021-07-31 09:11:03","PDF","","","",,,,,3,0.43,1,5,7,"… In addition, studies conducted in Vietnam and Nigeria revealed that those who were smokers had up to 2.6 and 4.39 folds higher risk of pre-diabetes state, respectively.13,16 … Prevalence and predictors of impaired fasting glucose among Nigerian patients with hepatitis B …","https://www.jpma.org.pk/PdfDownload/6891.pdf","https://scholar.google.com/scholar?q=related:jGhn7V03JhQJ:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
8,"MM Mezie-Okoye","Diabetes in older adults: experience from a rural community in south-east Nigeria",2013,"African Journal of Diabetes Medicine Vol","researchgate.net","https://www.researchgate.net/profile/Margaret-Mezie-Okoye/publication/268279775_Diabetes_in_older_adults_experience_from_a_rural_community_in_south-east_Nigeria/links/54d524d50cf25013d02a92fa/Diabetes-in-older-adults-experience-from-a-rural-community-in-south-east-Nigeria.pdf","https://scholar.google.com/scholar?cites=17131644548089096662&as_sdt=2005&sciodt=0,5&hl=en",10,"2021-07-31 09:11:03","PDF","","","",,,,,8,1.00,8,1,8,"… Diabetes and impaired fasting glucose in rural and urban populations in Futa Jallon (Guinea): prevalence … Non-communicable diseases in Nigeria: na- tional survey (final report) on hypertension, coronary … some risk factors of coronary heart disease in a rural Nigerian population …","https://www.researchgate.net/profile/Margaret-Mezie-Okoye/publication/268279775_Diabetes_in_older_adults_experience_from_a_rural_community_in_south-east_Nigeria/links/54d524d50cf25013d02a92fa/Diabetes-in-older-adults-experience-from-a-rural-community-in-south-east-Nigeria.pdf","https://scholar.google.com/scholar?q=related:1qkb-_LTv-0J:scholar.google.com/&scioq=%22impaired+fasting+glucose%22+nigeria&hl=en&as_sdt=0,5&as_ylo=2011&as_yhi=2015&as_vis=1"
